,Quantity/Units,Weight(1000 Tons),Value(million SAR),Country Group,Commodity,Commodity Code
1542,0,2,12,"Asian not Arabic ,not Islamic",OTHER LACTONES,29322000
1543,0,0,0,Other Country Groups,OTHER LACTONES,29322000
1544,0,1,4,Gulf Cooperation Council,OTHER COMPOUNDS WITH PYRIMIDINE OR PIPERAZINE RING,29335900
1545,0,2,9,"Asian not Arabic ,not Islamic",OTHER COMPOUNDS WITH PYRIMIDINE OR PIPERAZINE RING,29335900
1546,0,0,2,North America,OTHER COMPOUNDS WITH PYRIMIDINE OR PIPERAZINE RING,29335900
1547,0,0,2,"Asian not Arabic ,not Islamic",Other Heterocyclic Compounds with nitrogen hetero-atom(s),29339990
1548,0,0,1,Other Country Groups,Other Heterocyclic Compounds with nitrogen hetero-atom(s),29339990
1549,0,0,2,Gulf Cooperation Council,"CORTISONE, HYDROCORTISONE, PREDNISONE",29372100
1550,0,0,1,Gulf Cooperation Council,OTHER ORGANIC COMPOUNDS,29420000
1551,0,0,33,Other Arab League Countries,OTHER ORGANIC COMPOUNDS,29420000
1552,0,0,0,Other Country Groups,OTHER ORGANIC COMPOUNDS,29420000
1553,0,0,1,Gulf Cooperation Council,ANTISERA AND OTHER BLOOD FRACTIONS,30021000
1554,0,0,1,Other Arab League Countries,ANTISERA AND OTHER BLOOD FRACTIONS,30021000
1555,0,0,0,Other Country Groups,ANTISERA AND OTHER BLOOD FRACTIONS,30021000
1556,0,0,24,Gulf Cooperation Council,VACCINES FOR HUMAN MEDICINE,30022000
1557,0,0,0,Other Country Groups,VACCINES FOR HUMAN MEDICINE,30022000
1558,0,0,6,Gulf Cooperation Council,VACCINATIONS FOR VETERINARY MEDICINE,30023000
1559,0,1,13,Other Arab League Countries,VACCINATIONS FOR VETERINARY MEDICINE,30023000
1560,0,0,1,Islamic not Arabic countries,VACCINATIONS FOR VETERINARY MEDICINE,30023000
1561,0,0,2,"African not Arabic,not Islamic",VACCINATIONS FOR VETERINARY MEDICINE,30023000
1562,0,0,1,Europe not European Union,VACCINATIONS FOR VETERINARY MEDICINE,30023000
1563,0,0,0,Other Country Groups,VACCINATIONS FOR VETERINARY MEDICINE,30023000
1564,0,0,3,Gulf Cooperation Council,OTHERS  RESINE (10),30029090
1565,0,0,10,Other Arab League Countries,OTHERS  RESINE (10),30029090
1566,0,0,1,Islamic not Arabic countries,OTHERS  RESINE (10),30029090
1567,0,0,0,Other Country Groups,OTHERS  RESINE (10),30029090
1568,0,0,9,Gulf Cooperation Council,"MEDICINES CONTAINING PENICILLINS, NOT RETAIL",30031000
1569,0,0,17,Other Arab League Countries,"MEDICINES CONTAINING PENICILLINS, NOT RETAIL",30031000
1570,0,0,167,Gulf Cooperation Council,"MEDICINES CONTAINING OTHER ANTIBIOTICS, NOT RETAIL",30032000
1571,0,1,178,Other Arab League Countries,"MEDICINES CONTAINING OTHER ANTIBIOTICS, NOT RETAIL",30032000
1572,0,0,2,Islamic not Arabic countries,"MEDICINES CONTAINING OTHER ANTIBIOTICS, NOT RETAIL",30032000
1573,0,0,1,"Asian not Arabic ,not Islamic","MEDICINES CONTAINING OTHER ANTIBIOTICS, NOT RETAIL",30032000
1574,0,0,2,"African not Arabic,not Islamic","MEDICINES CONTAINING OTHER ANTIBIOTICS, NOT RETAIL",30032000
1575,0,0,1,South America,"MEDICINES CONTAINING OTHER ANTIBIOTICS, NOT RETAIL",30032000
1576,0,0,8,European Union,"MEDICINES CONTAINING OTHER ANTIBIOTICS, NOT RETAIL",30032000
1577,0,0,0,Other Country Groups,"MEDICINES CONTAINING OTHER ANTIBIOTICS, NOT RETAIL",30032000
1578,0,0,7,Gulf Cooperation Council,"OTHER HORMONES WITHOUT ANTIBIOTICS, NOT RETAIL",30033900
1579,0,0,9,Other Arab League Countries,"OTHER HORMONES WITHOUT ANTIBIOTICS, NOT RETAIL",30033900
1580,0,0,7,Islamic not Arabic countries,"OTHER HORMONES WITHOUT ANTIBIOTICS, NOT RETAIL",30033900
1581,0,0,2,"African not Arabic,not Islamic","OTHER HORMONES WITHOUT ANTIBIOTICS, NOT RETAIL",30033900
1582,0,0,0,Other Country Groups,"OTHER HORMONES WITHOUT ANTIBIOTICS, NOT RETAIL",30033900
1583,0,0,26,Gulf Cooperation Council,"OTHER MEDICINE, NOT RETAIL",30039000
1584,0,0,10,Other Arab League Countries,"OTHER MEDICINE, NOT RETAIL",30039000
1585,0,0,2,Islamic not Arabic countries,"OTHER MEDICINE, NOT RETAIL",30039000
1586,0,0,0,Other Country Groups,"OTHER MEDICINE, NOT RETAIL",30039000
1587,0,0,14,Other Arab League Countries,"MEDICINE CONTAINING PENICILLINS OR DERIVATIVES, RETAIL",30041000
1588,0,0,2,European Union,"MEDICINE CONTAINING PENICILLINS OR DERIVATIVES, RETAIL",30041000
1589,0,0,119,Gulf Cooperation Council,"MEDICINE CONTAINING OTHER ANTIBIOTICS, RETAIL",30042000
1590,0,1,76,Other Arab League Countries,"MEDICINE CONTAINING OTHER ANTIBIOTICS, RETAIL",30042000
1591,0,0,4,European Union,"MEDICINE CONTAINING OTHER ANTIBIOTICS, RETAIL",30042000
1592,0,0,0,Other Country Groups,"MEDICINE CONTAINING OTHER ANTIBIOTICS, RETAIL",30042000
1593,0,0,84,Gulf Cooperation Council,"OTHER HORMONES WITHOUT ANTIBIOTICS, RETAIL",30043900
1594,0,0,3,Other Arab League Countries,"OTHER HORMONES WITHOUT ANTIBIOTICS, RETAIL",30043900
1595,0,0,1,Islamic not Arabic countries,"OTHER HORMONES WITHOUT ANTIBIOTICS, RETAIL",30043900
1596,0,0,1,European Union,"OTHER HORMONES WITHOUT ANTIBIOTICS, RETAIL",30043900
1597,0,0,0,Other Country Groups,"OTHER HORMONES WITHOUT ANTIBIOTICS, RETAIL",30043900
1598,0,0,6,Other Arab League Countries,"MEDICINE CONTAINING ALKALOIDS BUT NOT HORMONES, RETAIL",30044000
1599,0,0,1,Other Country Groups,"MEDICINE CONTAINING ALKALOIDS BUT NOT HORMONES, RETAIL",30044000
1600,0,0,17,Gulf Cooperation Council,"OTHER MEDICAMENTS CONTAINING VITAMINS, RETAIL",30045000
1601,0,0,59,Other Arab League Countries,"OTHER MEDICAMENTS CONTAINING VITAMINS, RETAIL",30045000
1602,0,0,14,European Union,"OTHER MEDICAMENTS CONTAINING VITAMINS, RETAIL",30045000
1603,0,0,0,Other Country Groups,"OTHER MEDICAMENTS CONTAINING VITAMINS, RETAIL",30045000
1604,0,7,46,Gulf Cooperation Council,MEDICAL SOLUTIONS RETAIL,30049010
1605,0,16,111,Other Arab League Countries,MEDICAL SOLUTIONS RETAIL,30049010
1606,0,1,2,Islamic not Arabic countries,MEDICAL SOLUTIONS RETAIL,30049010
1607,0,0,1,"African not Arabic,not Islamic",MEDICAL SOLUTIONS RETAIL,30049010
1608,0,0,1,Other Country Groups,MEDICAL SOLUTIONS RETAIL,30049010
1609,0,1,193,Gulf Cooperation Council,MEDICINE CONTAINING OTHER ANTIBIOTICS,30049090
1610,0,2,226,Other Arab League Countries,MEDICINE CONTAINING OTHER ANTIBIOTICS,30049090
1611,0,0,3,Islamic not Arabic countries,MEDICINE CONTAINING OTHER ANTIBIOTICS,30049090
1612,0,0,1,"Asian not Arabic ,not Islamic",MEDICINE CONTAINING OTHER ANTIBIOTICS,30049090
1613,0,0,3,"African not Arabic,not Islamic",MEDICINE CONTAINING OTHER ANTIBIOTICS,30049090
1614,0,0,3,European Union,MEDICINE CONTAINING OTHER ANTIBIOTICS,30049090
1615,0,0,0,Other Country Groups,MEDICINE CONTAINING OTHER ANTIBIOTICS,30049090
1616,0,0,2,Gulf Cooperation Council,COTTON WOOL,30059010
1617,0,0,0,Other Country Groups,COTTON WOOL,30059010
1618,0,0,1,Gulf Cooperation Council,WADDING COVERED OR SATURATED WITH PHARMACEUTICALS,30059021
1619,0,0,1,Gulf Cooperation Council,WADDING NOT COVERED OR SATURATED WITH PHARMACEUTICALS,30059022
1620,0,0,1,"African not Arabic,not Islamic",WADDING NOT COVERED OR SATURATED WITH PHARMACEUTICALS,30059022
1621,0,2,7,Gulf Cooperation Council,OTHER WADDING OR SIMILAR ARTICLES,30059090
1622,0,1,13,Other Arab League Countries,OTHER WADDING OR SIMILAR ARTICLES,30059090
1623,0,0,0,Other Country Groups,OTHER WADDING OR SIMILAR ARTICLES,30059090
1624,0,0,2,Gulf Cooperation Council,STERILE SURGICAL CATGUT FOR SURGICAL CLOSURES,30061010
1625,0,0,2,Other Arab League Countries,STERILE SURGICAL CATGUT FOR SURGICAL CLOSURES,30061010
1626,0,0,1,European Union,STERILE SURGICAL CATGUT FOR SURGICAL CLOSURES,30061010
1627,0,0,2,North America,FIRST-AID BOXES AND KITS,30065000
1628,0,0,0,Other Country Groups,FIRST-AID BOXES AND KITS,30065000
1629,0,4,1,Gulf Cooperation Council,ANIMAL OR VEGETABLE FERTILIZERS,31010000
1630,0,1,4,Other Arab League Countries,ANIMAL OR VEGETABLE FERTILIZERS,31010000
1631,0,0,0,Other Country Groups,ANIMAL OR VEGETABLE FERTILIZERS,31010000
1632,0,7,12,Gulf Cooperation Council,"UREA, WHETHER OR NOT IN AQUEOUS SOLUTION",31021000
1633,0,171,266,Other Arab League Countries,"UREA, WHETHER OR NOT IN AQUEOUS SOLUTION",31021000
1634,0,516,589,Islamic not Arabic countries,"UREA, WHETHER OR NOT IN AQUEOUS SOLUTION",31021000
1635,0,1561,1632,"Asian not Arabic ,not Islamic","UREA, WHETHER OR NOT IN AQUEOUS SOLUTION",31021000
1636,0,570,561,"African not Arabic,not Islamic","UREA, WHETHER OR NOT IN AQUEOUS SOLUTION",31021000
1637,0,769,806,Australia and Oceania,"UREA, WHETHER OR NOT IN AQUEOUS SOLUTION",31021000
1638,0,716,634,North America,"UREA, WHETHER OR NOT IN AQUEOUS SOLUTION",31021000
1639,0,215,180,South America,"UREA, WHETHER OR NOT IN AQUEOUS SOLUTION",31021000
1640,0,2,3,European Union,"UREA, WHETHER OR NOT IN AQUEOUS SOLUTION",31021000
1641,0,0,1,Gulf Cooperation Council,OTHER DOUBLE SALTS,31022900
1642,0,1,5,Other Arab League Countries,OTHER DOUBLE SALTS,31022900
1643,0,1,1,Islamic not Arabic countries,OTHER DOUBLE SALTS,31022900
1644,0,0,2,Europe not European Union,OTHER DOUBLE SALTS,31022900
1645,0,1,1,Other Country Groups,OTHER DOUBLE SALTS,31022900
1646,0,3,6,Gulf Cooperation Council,MIXTURES OF UREA AND AMMONIUM NITRATE,31028000
1647,0,0,0,Other Country Groups,MIXTURES OF UREA AND AMMONIUM NITRATE,31028000
1648,0,6,3,Other Arab League Countries,SUPERPHOSPHATES,31031000
1649,0,1,2,Other Arab League Countries,OTHER PHOSPHATIC FERTILIZERS,31039090
1650,0,0,1,"Asian not Arabic ,not Islamic",OTHER PHOSPHATIC FERTILIZERS,31039090
1651,0,1,1,"African not Arabic,not Islamic",OTHER PHOSPHATIC FERTILIZERS,31039090
1652,0,1,1,Other Country Groups,OTHER PHOSPHATIC FERTILIZERS,31039090
1653,0,1,2,Gulf Cooperation Council,POTASSIUM CHLORIDE,31042000
1654,0,2,2,Other Arab League Countries,POTASSIUM CHLORIDE,31042000
1655,0,3,5,Other Arab League Countries,POTASSIUM SULPHATE,31043000
1656,0,1,1,"Asian not Arabic ,not Islamic",POTASSIUM SULPHATE,31043000
1657,0,0,0,Other Country Groups,POTASSIUM SULPHATE,31043000
1658,0,7,15,Gulf Cooperation Council,"FERTILIZERS CONTAINING NITROGEN, PHOSPHORUS, POTASSIUM",31052000
1659,0,6,21,Other Arab League Countries,"FERTILIZERS CONTAINING NITROGEN, PHOSPHORUS, POTASSIUM",31052000
1660,0,0,3,Islamic not Arabic countries,"FERTILIZERS CONTAINING NITROGEN, PHOSPHORUS, POTASSIUM",31052000
1661,0,0,1,Other Country Groups,"FERTILIZERS CONTAINING NITROGEN, PHOSPHORUS, POTASSIUM",31052000
1662,0,2,2,Other Arab League Countries,FERTILIZERS CONTAINING PHOSPHORUS AND POTASSIUM,31056000
1663,0,0,1,Gulf Cooperation Council,OTHER FERTILIZERS,31059000
1664,0,0,5,Other Arab League Countries,OTHER FERTILIZERS,31059000
1665,0,0,1,Other Country Groups,OTHER FERTILIZERS,31059000
1666,0,0,2,Gulf Cooperation Council,DIRECT DYES AND PREPARATIONS BASED THEREON,32041400
1667,0,0,0,Other Country Groups,DIRECT DYES AND PREPARATIONS BASED THEREON,32041400
1668,0,0,1,Gulf Cooperation Council,PIGMENTS AND PREPARATIONS BASED THEREON,32041700
1669,0,0,2,Other Arab League Countries,PIGMENTS AND PREPARATIONS BASED THEREON,32041700
1670,0,0,0,Other Country Groups,PIGMENTS AND PREPARATIONS BASED THEREON,32041700
1671,0,1,10,Gulf Cooperation Council,"OTHER COLORING MATTER, INCLUDING MIXTURES",32041900
1672,0,1,15,Other Arab League Countries,"OTHER COLORING MATTER, INCLUDING MIXTURES",32041900
1673,0,0,5,Islamic not Arabic countries,"OTHER COLORING MATTER, INCLUDING MIXTURES",32041900
1674,0,0,1,"African not Arabic,not Islamic","OTHER COLORING MATTER, INCLUDING MIXTURES",32041900
1675,0,0,0,Other Country Groups,"OTHER COLORING MATTER, INCLUDING MIXTURES",32041900
1676,0,0,13,Gulf Cooperation Council,OTHER SYNTHETIC ORGANIC COLORING PRODUCTS,32049090
1677,0,0,0,Other Country Groups,OTHER SYNTHETIC ORGANIC COLORING PRODUCTS,32049090
1678,0,3,30,Gulf Cooperation Council,PIGMENTS CONTAINING 80% OF WEIGHT OR MORE OF TITANIUM DIOXIDE,32061100
1679,0,29,353,Other Arab League Countries,PIGMENTS CONTAINING 80% OF WEIGHT OR MORE OF TITANIUM DIOXIDE,32061100
1680,0,5,59,Islamic not Arabic countries,PIGMENTS CONTAINING 80% OF WEIGHT OR MORE OF TITANIUM DIOXIDE,32061100
1681,0,18,188,"Asian not Arabic ,not Islamic",PIGMENTS CONTAINING 80% OF WEIGHT OR MORE OF TITANIUM DIOXIDE,32061100
1682,0,3,34,"African not Arabic,not Islamic",PIGMENTS CONTAINING 80% OF WEIGHT OR MORE OF TITANIUM DIOXIDE,32061100
1683,0,5,45,Australia and Oceania,PIGMENTS CONTAINING 80% OF WEIGHT OR MORE OF TITANIUM DIOXIDE,32061100
1684,0,1,12,North America,PIGMENTS CONTAINING 80% OF WEIGHT OR MORE OF TITANIUM DIOXIDE,32061100
1685,0,12,118,European Union,PIGMENTS CONTAINING 80% OF WEIGHT OR MORE OF TITANIUM DIOXIDE,32061100
1686,0,1,11,Europe not European Union,PIGMENTS CONTAINING 80% OF WEIGHT OR MORE OF TITANIUM DIOXIDE,32061100
1687,0,0,1,Gulf Cooperation Council,OTHER COLORFUL MATERIALS,32061900
1688,0,0,1,Other Arab League Countries,OTHER COLORFUL MATERIALS,32061900
1689,0,0,0,Other Country Groups,OTHER COLORFUL MATERIALS,32061900
1690,0,0,1,Other Country Groups,PIGMENTS AND PREPARATIONS BASED ON CHROMIUM,32062000
1691,0,4,26,Gulf Cooperation Council,OTHER COLORING PREPARATIONS,32064900
1692,0,1,9,Other Arab League Countries,OTHER COLORING PREPARATIONS,32064900
1693,0,0,1,Islamic not Arabic countries,OTHER COLORING PREPARATIONS,32064900
1694,0,0,0,Other Country Groups,OTHER COLORING PREPARATIONS,32064900
1695,0,1,3,Other Arab League Countries,"PREPARED PIGMENTS, OPACIFIERS AND COLORS; ENAMELS",32071000
1696,0,0,1,Other Country Groups,"PREPARED PIGMENTS, OPACIFIERS AND COLORS; ENAMELS",32071000
1697,0,1,12,Gulf Cooperation Council,LIQUID LUSTRES AND SIMILAR PREPARATIONS,32073000
1698,0,15,63,Other Arab League Countries,LIQUID LUSTRES AND SIMILAR PREPARATIONS,32073000
1699,0,0,1,Other Country Groups,LIQUID LUSTRES AND SIMILAR PREPARATIONS,32073000
1700,0,0,1,Gulf Cooperation Council,OTHER PAINT BASED ON POLYESTERS,32081090
1701,0,0,1,Islamic not Arabic countries,OTHER PAINT BASED ON POLYESTERS,32081090
1702,0,0,1,Other Country Groups,OTHER PAINT BASED ON POLYESTERS,32081090
1703,0,0,1,Gulf Cooperation Council,"OTHER PAINTS FROM ACRYLIC OR VINYL POLYMERS, NON-WATER",32082090
1704,0,0,1,Islamic not Arabic countries,"OTHER PAINTS FROM ACRYLIC OR VINYL POLYMERS, NON-WATER",32082090
1705,0,0,0,Other Country Groups,"OTHER PAINTS FROM ACRYLIC OR VINYL POLYMERS, NON-WATER",32082090
1706,0,1,10,Gulf Cooperation Council,VARNISH FROM OTHER POLYMERS NON-WATER BASE,32089010
1707,0,1,8,Gulf Cooperation Council,OTHER PAINTS FROM OTHER POLYMERS NON-WATER BASE,32089090
1708,0,1,4,Other Arab League Countries,OTHER PAINTS FROM OTHER POLYMERS NON-WATER BASE,32089090
1709,0,0,4,European Union,OTHER PAINTS FROM OTHER POLYMERS NON-WATER BASE,32089090
1710,0,0,0,Other Country Groups,OTHER PAINTS FROM OTHER POLYMERS NON-WATER BASE,32089090
1711,0,0,2,Gulf Cooperation Council,VARNISH FROM ACRYLIC OR VINYL POLYMERS WATER-BASE,32091010
1712,0,14,126,Gulf Cooperation Council,"OTHER PAINT FROM ACRYLIC OR VINYL POLYMERS, WATER-BASE",32091090
1713,0,0,3,Other Arab League Countries,"OTHER PAINT FROM ACRYLIC OR VINYL POLYMERS, WATER-BASE",32091090
1714,0,0,2,"Asian not Arabic ,not Islamic","OTHER PAINT FROM ACRYLIC OR VINYL POLYMERS, WATER-BASE",32091090
1715,0,0,1,Other Country Groups,"OTHER PAINT FROM ACRYLIC OR VINYL POLYMERS, WATER-BASE",32091090
1716,0,0,4,Gulf Cooperation Council,"VARNISH FROM OTHER POLYMERS, WATER BASED",32099010
1717,0,0,1,Other Country Groups,"VARNISH FROM OTHER POLYMERS, WATER BASED",32099010
1718,0,0,1,"African not Arabic,not Islamic","OTHER PAINTS FROM OTHER POLYMERS, WATER-BASED",32099090
1719,0,0,1,Other Country Groups,"OTHER PAINTS FROM OTHER POLYMERS, WATER-BASED",32099090
1720,0,0,3,Gulf Cooperation Council,OTHER VARNISH,32100010
1721,0,0,1,Other Arab League Countries,OTHER PAINTS,32100090
1722,0,0,1,"African not Arabic,not Islamic",OTHER PAINTS,32100090
1723,0,0,0,Other Country Groups,OTHER PAINTS,32100090
1724,0,10,66,Gulf Cooperation Council,DYES AND OTHER COLORING MATTER FOR RETAIL,32129010
1725,0,0,1,Other Arab League Countries,DYES AND OTHER COLORING MATTER FOR RETAIL,32129010
1726,0,0,0,Other Country Groups,DYES AND OTHER COLORING MATTER FOR RETAIL,32129010
1727,0,0,6,Gulf Cooperation Council,OTHER PIGMENTS FOR PAINT MANUFACTURE,32129090
1728,0,0,1,Other Arab League Countries,OTHER PIGMENTS FOR PAINT MANUFACTURE,32129090
1729,0,0,0,Other Country Groups,OTHER PIGMENTS FOR PAINT MANUFACTURE,32129090
1730,0,1,5,Gulf Cooperation Council,"OTHER COLORS IN SETS FOR ARTISTS, FOR EDUCATION, FOR SI",32131090
1731,0,1,12,Other Arab League Countries,"OTHER COLORS IN SETS FOR ARTISTS, FOR EDUCATION, FOR SI",32131090
1732,0,0,0,Other Country Groups,"OTHER COLORS IN SETS FOR ARTISTS, FOR EDUCATION, FOR SI",32131090
1733,0,1,4,Gulf Cooperation Council,OTHER ARTISTS  OR STUDENTS COLORS,32139000
1734,0,0,0,Other Country Groups,OTHER ARTISTS  OR STUDENTS COLORS,32139000
1735,0,0,3,Gulf Cooperation Council,OIL BASED GLAZIER S PUTTY,32141010
1736,0,0,0,Other Country Groups,OIL BASED GLAZIER S PUTTY,32141010
1737,0,1,5,Gulf Cooperation Council,PLASTIC BASED MASTICS USED FOR PREVENTING LEAKAGE,32141080
1738,0,1,1,Other Arab League Countries,PLASTIC BASED MASTICS USED FOR PREVENTING LEAKAGE,32141080
1739,0,0,0,Other Country Groups,PLASTIC BASED MASTICS USED FOR PREVENTING LEAKAGE,32141080
1740,0,12,15,Gulf Cooperation Council,FILLINGS TO PREPARE SURFACES FOR PAINTING,32141094
1741,0,3,9,Other Arab League Countries,FILLINGS TO PREPARE SURFACES FOR PAINTING,32141094
1742,0,0,0,Other Country Groups,FILLINGS TO PREPARE SURFACES FOR PAINTING,32141094
1743,0,1,2,Gulf Cooperation Council,OTHER MASTICS AND PAINTERS  FILLINGS,32141099
1744,0,5,5,Other Arab League Countries,OTHER MASTICS AND PAINTERS  FILLINGS,32141099
1745,0,0,0,Other Country Groups,OTHER MASTICS AND PAINTERS  FILLINGS,32141099
1746,0,3,5,Gulf Cooperation Council,OTHER PUTTY OR SURFACE PREPARATIONS,32149000
1747,0,0,1,Other Arab League Countries,OTHER PUTTY OR SURFACE PREPARATIONS,32149000
1748,0,0,1,Islamic not Arabic countries,OTHER PUTTY OR SURFACE PREPARATIONS,32149000
1749,0,0,0,Other Country Groups,OTHER PUTTY OR SURFACE PREPARATIONS,32149000
1750,0,0,6,Other Arab League Countries,BLACK PRINTING INK,32151100
1751,0,0,0,Other Country Groups,BLACK PRINTING INK,32151100
1752,0,0,2,Gulf Cooperation Council,OTHER PRINTING INK,32151900
1753,0,0,6,Other Arab League Countries,OTHER PRINTING INK,32151900
1754,0,0,0,Other Country Groups,OTHER PRINTING INK,32151900
1755,0,0,3,Gulf Cooperation Council,WRITING AND DRAWING INK,32159010
1756,0,0,0,Other Country Groups,WRITING AND DRAWING INK,32159010
1757,0,0,1,Gulf Cooperation Council,COPYING INK,32159020
1758,0,0,0,Other Country Groups,COPYING INK,32159020
1759,0,0,1,Other Arab League Countries,INK FOR TYPING MACHINES,32159040
1760,0,0,0,Other Country Groups,INK FOR TYPING MACHINES,32159040
1761,0,0,20,Gulf Cooperation Council,OTHER ESSENTIAL OILS CITRUS FRUITS,33011900
1762,0,0,0,Other Country Groups,OTHER ESSENTIAL OILS CITRUS FRUITS,33011900
1763,0,0,5,Gulf Cooperation Council,OTHER ESSENTIAL OILS NOT CITRUS FRUITS,33012900
1764,0,0,0,Other Country Groups,OTHER ESSENTIAL OILS NOT CITRUS FRUITS,33012900
1765,0,0,2,Gulf Cooperation Council,OTHERS RESINOIDS,33013090
1766,0,0,1,Other Arab League Countries,OTHERS RESINOIDS,33013090
1767,0,0,1,North America,OTHERS RESINOIDS,33013090
1768,0,0,0,Other Country Groups,OTHERS RESINOIDS,33013090
1769,0,0,2,Gulf Cooperation Council,OTHER MIXTURES OF ODORIFEROUS USED IN INDUSTRY,33029000
1770,0,0,1,European Union,OTHER MIXTURES OF ODORIFEROUS USED IN INDUSTRY,33029000
1771,0,0,1,Other Country Groups,OTHER MIXTURES OF ODORIFEROUS USED IN INDUSTRY,33029000
1772,0,1,67,Gulf Cooperation Council,"PERFUMES, LIQUID OR SOLID",33030010
1773,0,1,31,Other Arab League Countries,"PERFUMES, LIQUID OR SOLID",33030010
1774,0,0,14,Islamic not Arabic countries,"PERFUMES, LIQUID OR SOLID",33030010
1775,0,0,29,"Asian not Arabic ,not Islamic","PERFUMES, LIQUID OR SOLID",33030010
1776,0,0,93,North America,"PERFUMES, LIQUID OR SOLID",33030010
1777,0,0,43,European Union,"PERFUMES, LIQUID OR SOLID",33030010
1778,0,0,8,Europe not European Union,"PERFUMES, LIQUID OR SOLID",33030010
1779,0,0,0,Other Country Groups,"PERFUMES, LIQUID OR SOLID",33030010
1780,0,1,33,Gulf Cooperation Council,OTHER PERFUMES AND TOILET WATERS,33030090
1781,0,0,4,Other Arab League Countries,OTHER PERFUMES AND TOILET WATERS,33030090
1782,0,0,1,Other Country Groups,OTHER PERFUMES AND TOILET WATERS,33030090
1783,0,0,2,Other Arab League Countries,LIP MAKE-UP PREPARATIONS,33041000
1784,0,0,1,Islamic not Arabic countries,LIP MAKE-UP PREPARATIONS,33041000
1785,0,0,5,European Union,LIP MAKE-UP PREPARATIONS,33041000
1786,0,0,0,Other Country Groups,LIP MAKE-UP PREPARATIONS,33041000
1787,0,0,1,Gulf Cooperation Council,EYE MAKE-UP PREPARATIONS,33042000
1788,0,0,0,Other Country Groups,EYE MAKE-UP PREPARATIONS,33042000
1789,0,0,1,Other Arab League Countries,OTHER MANICURE AND PEDICURE PREPARATIONS,33043090
1790,0,0,1,North America,OTHER MANICURE AND PEDICURE PREPARATIONS,33043090
1791,0,0,0,Other Country Groups,OTHER MANICURE AND PEDICURE PREPARATIONS,33043090
1792,0,0,3,Gulf Cooperation Council,OTHER POWDERS,33049190
1793,0,0,1,Islamic not Arabic countries,OTHER POWDERS,33049190
1794,0,0,0,Other Country Groups,OTHER POWDERS,33049190
1795,0,0,2,Gulf Cooperation Council,SKIN SOFTENING PREPARATIONS,33049930
1796,0,0,4,Other Arab League Countries,SKIN SOFTENING PREPARATIONS,33049930
1797,0,0,2,Europe not European Union,SKIN SOFTENING PREPARATIONS,33049930
1798,0,0,1,Other Country Groups,SKIN SOFTENING PREPARATIONS,33049930
1799,0,0,1,Gulf Cooperation Council,PREPARATIONS FOR FACE MAKE-UP AND PAINT MAKE-UP,33049940
1800,0,0,1,Other Arab League Countries,PREPARATIONS FOR FACE MAKE-UP AND PAINT MAKE-UP,33049940
1801,0,0,0,Other Country Groups,PREPARATIONS FOR FACE MAKE-UP AND PAINT MAKE-UP,33049940
1802,0,0,3,Gulf Cooperation Council,OTHER BEAUTY PREPARATIONS,33049990
1803,0,0,1,Other Arab League Countries,OTHER BEAUTY PREPARATIONS,33049990
1804,0,0,0,Other Country Groups,OTHER BEAUTY PREPARATIONS,33049990
1805,0,11,80,Gulf Cooperation Council,SHAMPOOS,33051000
1806,0,14,94,Other Arab League Countries,SHAMPOOS,33051000
1807,0,3,19,Islamic not Arabic countries,SHAMPOOS,33051000
1808,0,1,10,"Asian not Arabic ,not Islamic",SHAMPOOS,33051000
1809,0,0,1,"African not Arabic,not Islamic",SHAMPOOS,33051000
1810,0,0,1,Gulf Cooperation Council,PREPARATIONS FOR PERMANENT WAVING OR STRAIGHTENING,33052000
1811,0,0,1,Other Country Groups,PREPARATIONS FOR PERMANENT WAVING OR STRAIGHTENING,33052000
1812,0,0,2,Gulf Cooperation Council,HAIR OILS,33059010
1813,0,0,8,Other Arab League Countries,HAIR OILS,33059010
1814,0,0,0,Other Country Groups,HAIR OILS,33059010
1815,0,0,4,Gulf Cooperation Council,HAIR CREAM,33059020
1816,0,1,11,Other Arab League Countries,HAIR CREAM,33059020
1817,0,0,0,Other Country Groups,HAIR CREAM,33059020
1818,0,1,5,Gulf Cooperation Council,OTHER HAIR PREPARATIONS,33059090
1819,0,1,12,Other Arab League Countries,OTHER HAIR PREPARATIONS,33059090
1820,0,0,0,Other Country Groups,OTHER HAIR PREPARATIONS,33059090
1821,0,3,75,Gulf Cooperation Council,TOOTH PASTE,33061010
1822,0,1,9,Other Arab League Countries,TOOTH PASTE,33061010
1823,0,0,2,European Union,TOOTH PASTE,33061010
1824,0,0,0,Other Country Groups,TOOTH PASTE,33061010
1825,0,0,1,Gulf Cooperation Council,PREPARATIONS USED AS MOUTH WASHES,33069010
1826,0,0,1,European Union,PREPARATIONS USED AS MOUTH WASHES,33069010
1827,0,0,1,Gulf Cooperation Council,OTHER DENTAL PREPARATIONS,33069090
1828,0,0,0,Other Country Groups,OTHER DENTAL PREPARATIONS,33069090
1829,0,0,1,Gulf Cooperation Council,PERSONAL DEODORANTS AND ANTIPERSPIRANTS,33072000
1830,0,0,2,Other Arab League Countries,PERSONAL DEODORANTS AND ANTIPERSPIRANTS,33072000
1831,0,0,1,European Union,PERSONAL DEODORANTS AND ANTIPERSPIRANTS,33072000
1832,0,0,0,Other Country Groups,PERSONAL DEODORANTS AND ANTIPERSPIRANTS,33072000
