,Quantity/Units,Weight(1000 Tons),Value(million SAR),Country Group,Commodity,Commodity Code
2964,0,3,2,"Asian not Arabic ,not Islamic",OTHER PAPER OR  PAPERBOAD THAT ARE GLUED OR STICKING,48114900
2965,0,0,0,Other Country Groups,OTHER PAPER OR  PAPERBOAD THAT ARE GLUED OR STICKING,48114900
2966,0,6,75,Gulf Cooperation Council,OTHER PAPER OR PAPERBOARD THAT ARE BLEACHED,48115900
2967,0,0,4,Other Arab League Countries,OTHER PAPER OR PAPERBOARD THAT ARE BLEACHED,48115900
2968,0,0,0,Other Country Groups,OTHER PAPER OR PAPERBOARD THAT ARE BLEACHED,48115900
2969,0,13,26,Other Arab League Countries,"OTHER PAPER, PAPERBOARD, CELLULOSE WADDING",48119000
2970,0,0,1,Islamic not Arabic countries,"OTHER PAPER, PAPERBOARD, CELLULOSE WADDING",48119000
2971,0,1,1,European Union,"OTHER PAPER, PAPERBOARD, CELLULOSE WADDING",48119000
2972,0,0,0,Other Country Groups,"OTHER PAPER, PAPERBOARD, CELLULOSE WADDING",48119000
2973,0,0,7,Other Arab League Countries,"FILTER BLOCKS, SLABS AND PLATES, OF PAPER PULP",48120000
2974,0,0,0,Other Country Groups,"FILTER BLOCKS, SLABS AND PLATES, OF PAPER PULP",48120000
2975,0,25,121,Gulf Cooperation Council,OTHER CIGARETTE PAPER,48139000
2976,0,2,21,Other Arab League Countries,OTHER CIGARETTE PAPER,48139000
2977,0,0,2,Gulf Cooperation Council,SELF-COPY PAPER,48162000
2978,0,0,0,Other Country Groups,SELF-COPY PAPER,48162000
2979,0,3,41,Gulf Cooperation Council,"BOXES, ETC., OF WRITING STATIONERY",48173000
2980,0,4,72,Other Arab League Countries,"BOXES, ETC., OF WRITING STATIONERY",48173000
2981,0,0,1,Islamic not Arabic countries,"BOXES, ETC., OF WRITING STATIONERY",48173000
2982,0,0,1,"African not Arabic,not Islamic","BOXES, ETC., OF WRITING STATIONERY",48173000
2983,0,0,0,Other Country Groups,"BOXES, ETC., OF WRITING STATIONERY",48173000
2984,0,13,115,Gulf Cooperation Council,TOILET PAPER,48181000
2985,0,0,1,Other Arab League Countries,TOILET PAPER,48181000
2986,0,6,82,Gulf Cooperation Council,"HANDKERCHIEFS, TISSUES AND TOWELS",48182000
2987,0,7,39,Other Arab League Countries,"HANDKERCHIEFS, TISSUES AND TOWELS",48182000
2988,0,0,1,"African not Arabic,not Islamic","HANDKERCHIEFS, TISSUES AND TOWELS",48182000
2989,0,0,1,Europe not European Union,"HANDKERCHIEFS, TISSUES AND TOWELS",48182000
2990,0,0,0,Other Country Groups,"HANDKERCHIEFS, TISSUES AND TOWELS",48182000
2991,0,2,17,Gulf Cooperation Council,TOWELS,48183010
2992,0,0,0,Other Country Groups,TOWELS,48183010
2993,0,5,30,Gulf Cooperation Council,OTHER TABLES TOWELS AND COVERS,48183090
2994,0,1,1,Other Arab League Countries,OTHER TABLES TOWELS AND COVERS,48183090
2995,0,0,0,Other Country Groups,OTHER TABLES TOWELS AND COVERS,48183090
2996,0,0,2,Islamic not Arabic countries,ARTICLES OF APPAREL AND CLOTHING ACCESSORIES,48185000
2997,0,0,1,Other Country Groups,ARTICLES OF APPAREL AND CLOTHING ACCESSORIES,48185000
2998,0,0,2,Gulf Cooperation Council,OTHER PAPER HOUSEHOLD ARTICLES,48189000
2999,0,0,0,Other Country Groups,OTHER PAPER HOUSEHOLD ARTICLES,48189000
3000,0,1,9,Gulf Cooperation Council,BOXES FOR PRFUMES JEWLRY OR GIFIT,48191010
3001,0,3,28,Other Arab League Countries,BOXES FOR PRFUMES JEWLRY OR GIFIT,48191010
3002,0,1,14,Islamic not Arabic countries,BOXES FOR PRFUMES JEWLRY OR GIFIT,48191010
3003,0,0,3,"Asian not Arabic ,not Islamic",BOXES FOR PRFUMES JEWLRY OR GIFIT,48191010
3004,0,1,8,"African not Arabic,not Islamic",BOXES FOR PRFUMES JEWLRY OR GIFIT,48191010
3005,0,1,9,Europe not European Union,BOXES FOR PRFUMES JEWLRY OR GIFIT,48191010
3006,0,0,0,Other Country Groups,BOXES FOR PRFUMES JEWLRY OR GIFIT,48191010
3007,0,13,59,Gulf Cooperation Council,OTHERS BOXES OF CORRUGATED PAPER OR PAPERBOARD,48191090
3008,0,25,129,Other Arab League Countries,OTHERS BOXES OF CORRUGATED PAPER OR PAPERBOARD,48191090
3009,0,0,0,Other Country Groups,OTHERS BOXES OF CORRUGATED PAPER OR PAPERBOARD,48191090
3010,0,5,17,Gulf Cooperation Council,"BOXES FORPERFUMES STFIGRO ,YRLEWEJ ,",48192010
3011,0,3,10,Other Arab League Countries,"BOXES FORPERFUMES STFIGRO ,YRLEWEJ ,",48192010
3012,0,0,1,Islamic not Arabic countries,"BOXES FORPERFUMES STFIGRO ,YRLEWEJ ,",48192010
3013,0,0,3,"African not Arabic,not Islamic","BOXES FORPERFUMES STFIGRO ,YRLEWEJ ,",48192010
3014,0,0,0,Other Country Groups,"BOXES FORPERFUMES STFIGRO ,YRLEWEJ ,",48192010
3015,0,3,24,Gulf Cooperation Council,OTHERS BOXES OF NON-CORRUGATED PAPER OR PAPERBOARD,48192090
3016,0,38,591,Other Arab League Countries,OTHERS BOXES OF NON-CORRUGATED PAPER OR PAPERBOARD,48192090
3017,0,1,19,Islamic not Arabic countries,OTHERS BOXES OF NON-CORRUGATED PAPER OR PAPERBOARD,48192090
3018,0,0,1,"Asian not Arabic ,not Islamic",OTHERS BOXES OF NON-CORRUGATED PAPER OR PAPERBOARD,48192090
3019,0,0,7,"African not Arabic,not Islamic",OTHERS BOXES OF NON-CORRUGATED PAPER OR PAPERBOARD,48192090
3020,0,0,0,Other Country Groups,OTHERS BOXES OF NON-CORRUGATED PAPER OR PAPERBOARD,48192090
3021,0,0,5,Gulf Cooperation Council,"SACKS AND BAGS, WITH BASE 40 CM OR MORE WIDE",48193000
3022,0,2,12,Other Arab League Countries,"SACKS AND BAGS, WITH BASE 40 CM OR MORE WIDE",48193000
3023,0,0,2,North America,"SACKS AND BAGS, WITH BASE 40 CM OR MORE WIDE",48193000
3024,0,0,0,Other Country Groups,"SACKS AND BAGS, WITH BASE 40 CM OR MORE WIDE",48193000
3025,0,1,9,Gulf Cooperation Council,OTHER SACKS AND BAGS,48194000
3026,0,1,8,Other Arab League Countries,OTHER SACKS AND BAGS,48194000
3027,0,0,1,Islamic not Arabic countries,OTHER SACKS AND BAGS,48194000
3028,0,0,1,Other Country Groups,OTHER SACKS AND BAGS,48194000
3029,0,0,1,Gulf Cooperation Council,MANIFOLD BUSINESS FORMS AND CARBON SETS,48204000
3030,0,0,1,Gulf Cooperation Council,PRINTED LABELS,48211000
3031,0,0,0,Other Country Groups,PRINTED LABELS,48211000
3032,0,6,25,Gulf Cooperation Council,"OTHER BOBBINS, CONES, ETC.",48229000
3033,0,0,1,Other Arab League Countries,"OTHER BOBBINS, CONES, ETC.",48229000
3034,0,0,0,Other Country Groups,"OTHER BOBBINS, CONES, ETC.",48229000
3035,0,8,17,Other Arab League Countries,FILTER-PAPER AND PAPERBOARD,48232000
3036,0,0,0,Other Country Groups,FILTER-PAPER AND PAPERBOARD,48232000
3037,0,0,1,Gulf Cooperation Council,"ROLLS, ETC., FOR SELF-RECORDING APPARATUS",48234000
3038,0,0,1,Other Arab League Countries,"ROLLS, ETC., FOR SELF-RECORDING APPARATUS",48234000
3039,0,0,0,Other Country Groups,"ROLLS, ETC., FOR SELF-RECORDING APPARATUS",48234000
3040,0,4,38,Gulf Cooperation Council,"Trays, Dishes and Cups of Paper",48236900
3041,0,1,7,Other Arab League Countries,"Trays, Dishes and Cups of Paper",48236900
3042,0,0,2,Australia and Oceania,"Trays, Dishes and Cups of Paper",48236900
3043,0,0,0,Other Country Groups,"Trays, Dishes and Cups of Paper",48236900
3044,0,3,9,Gulf Cooperation Council,MOULDED PLATES USED FOR CARRYING EGGS,48237010
3045,0,6,14,Other Arab League Countries,MOULDED PLATES USED FOR CARRYING EGGS,48237010
3046,0,0,0,Other Country Groups,MOULDED PLATES USED FOR CARRYING EGGS,48237010
3047,0,1,7,Gulf Cooperation Council,OTHER MOULDED ARTICLES OF PAPER PULP,48237090
3048,0,0,3,Other Arab League Countries,OTHER MOULDED ARTICLES OF PAPER PULP,48237090
3049,0,0,1,Other Country Groups,OTHER MOULDED ARTICLES OF PAPER PULP,48237090
3050,0,0,4,Gulf Cooperation Council,PACKING CONTAINERS FOR SWEETS AND FRUITS,48239010
3051,0,1,13,Other Arab League Countries,PACKING CONTAINERS FOR SWEETS AND FRUITS,48239010
3052,0,0,5,Islamic not Arabic countries,PACKING CONTAINERS FOR SWEETS AND FRUITS,48239010
3053,0,0,0,Other Country Groups,PACKING CONTAINERS FOR SWEETS AND FRUITS,48239010
3054,0,0,1,Gulf Cooperation Council,"COMPOSITE PAPER AND PAPERBOARD, UNCOATED",48239094
3055,0,0,0,Other Country Groups,"COMPOSITE PAPER AND PAPERBOARD, UNCOATED",48239094
3056,0,0,1,Gulf Cooperation Council,"OTHER PAPER, ETC., ARTICLES NOT ELSEWHERE CLASSIFIED",48239099
3057,0,0,1,Other Arab League Countries,"OTHER PAPER, ETC., ARTICLES NOT ELSEWHERE CLASSIFIED",48239099
3058,0,3,3,"Asian not Arabic ,not Islamic","OTHER PAPER, ETC., ARTICLES NOT ELSEWHERE CLASSIFIED",48239099
3059,0,0,0,Other Country Groups,"OTHER PAPER, ETC., ARTICLES NOT ELSEWHERE CLASSIFIED",48239099
3060,0,0,1,Other Arab League Countries,DICTIONARIES AND ENCYCLOPEDIAS,49019100
3061,0,0,1,Other Country Groups,DICTIONARIES AND ENCYCLOPEDIAS,49019100
3062,0,0,2,Gulf Cooperation Council,other of book,49019919
3063,0,0,1,Other Arab League Countries,other of book,49019919
3064,0,0,1,Islamic not Arabic countries,other of book,49019919
3065,0,0,1,North America,other of book,49019919
3066,0,0,1,European Union,other of book,49019919
3067,0,0,0,Other Country Groups,other of book,49019919
3068,0,0,1,Other Arab League Countries,SCHOOL AND COLLEGIATE BOOKS,49019930
3069,0,0,1,Islamic not Arabic countries,SCHOOL AND COLLEGIATE BOOKS,49019930
3070,0,0,1,North America,SCHOOL AND COLLEGIATE BOOKS,49019930
3071,0,0,5,European Union,SCHOOL AND COLLEGIATE BOOKS,49019930
3072,0,0,1,Other Country Groups,SCHOOL AND COLLEGIATE BOOKS,49019930
3073,0,1,16,Gulf Cooperation Council,OTHER PRINTED MATTER,49019990
3074,0,2,9,Other Arab League Countries,OTHER PRINTED MATTER,49019990
3075,0,2,22,Islamic not Arabic countries,OTHER PRINTED MATTER,49019990
3076,0,0,5,"Asian not Arabic ,not Islamic",OTHER PRINTED MATTER,49019990
3077,0,0,2,"African not Arabic,not Islamic",OTHER PRINTED MATTER,49019990
3078,0,0,1,South America,OTHER PRINTED MATTER,49019990
3079,0,0,2,European Union,OTHER PRINTED MATTER,49019990
3080,0,0,1,Europe not European Union,OTHER PRINTED MATTER,49019990
3081,0,0,0,Other Country Groups,OTHER PRINTED MATTER,49019990
3082,0,0,1,Gulf Cooperation Council,OTHER PRINTED MATTER,49119990
3083,0,0,1,Other Arab League Countries,OTHER PRINTED MATTER,49119990
3084,0,0,1,Islamic not Arabic countries,OTHER PRINTED MATTER,49119990
3085,0,0,1,Other Country Groups,OTHER PRINTED MATTER,49119990
3086,0,1,2,Gulf Cooperation Council,"SHORN WOOL, GREASY",51011100
3087,0,3,1,Islamic not Arabic countries,"SHORN WOOL, GREASY",51011100
3088,0,0,0,Other Country Groups,"SHORN WOOL, GREASY",51011100
3089,0,1,2,Islamic not Arabic countries,OTHER GREASY WOOL,51011900
3090,0,1,3,"Asian not Arabic ,not Islamic",OTHER GREASY WOOL,51011900
3091,0,0,0,Other Country Groups,OTHER GREASY WOOL,51011900
3092,0,0,1,Other Arab League Countries,"PRINTED COTTON WOVEN FABRICS, PLAIN, 101-200 G/M2",52085200
3093,0,0,1,"Asian not Arabic ,not Islamic","PRINTED COTTON WOVEN FABRICS, PLAIN, 101-200 G/M2",52085200
3094,0,0,0,Other Country Groups,"PRINTED COTTON WOVEN FABRICS, PLAIN, 101-200 G/M2",52085200
3095,0,0,1,Other Arab League Countries,"UNBLEACHED MANMADE WOVEN, OTHER FABRICS, UNDER 201 G/M2",52101900
3096,0,0,0,Other Country Groups,"UNBLEACHED MANMADE WOVEN, OTHER FABRICS, UNDER 201 G/M2",52101900
3097,0,0,2,Gulf Cooperation Council,"ARTIFICIAL FILAMENT SEWING THREAD, NOT RETAIL",54012090
3098,0,0,1,Gulf Cooperation Council,TEXTURED YARN OF POLYESTERS,54023300
3099,0,1,8,Other Arab League Countries,TEXTURED YARN OF POLYESTERS,54023300
3100,0,0,1,Australia and Oceania,TEXTURED YARN OF POLYESTERS,54023300
3101,0,1,4,Other Arab League Countries,threaded modified structure Of polypropylene,54023400
3102,0,0,2,Islamic not Arabic countries,threaded modified structure Of polypropylene,54023400
3103,0,0,2,"Asian not Arabic ,not Islamic",threaded modified structure Of polypropylene,54023400
3104,0,0,2,Australia and Oceania,threaded modified structure Of polypropylene,54023400
3105,0,0,2,North America,threaded modified structure Of polypropylene,54023400
3106,0,0,1,European Union,threaded modified structure Of polypropylene,54023400
3107,0,0,0,Other Country Groups,threaded modified structure Of polypropylene,54023400
3108,0,0,1,Australia and Oceania,OTHER TEXTURED YARN,54023900
3109,0,0,1,Other Country Groups,OTHER TEXTURED YARN,54023900
3110,0,2,26,Australia and Oceania," Other theded, of polyesters",54024700
3111,0,0,3,North America," Other theded, of polyesters",54024700
3112,0,0,1,European Union," Other theded, of polyesters",54024700
3113,0,0,2,Other Arab League Countries," Other theded, of polypropylene",54024800
3114,0,1,3,Islamic not Arabic countries," Other theded, of polypropylene",54024800
3115,0,1,9,Australia and Oceania," Other theded, of polypropylene",54024800
3116,0,0,1,European Union," Other theded, of polypropylene",54024800
3117,0,0,1,Other Country Groups," Other theded, of polypropylene",54024800
3118,0,0,1,Australia and Oceania,"POLYESTERS, MULTIPLE YARN",54026200
3119,0,0,1,European Union,"POLYESTERS, MULTIPLE YARN",54026200
3120,0,0,0,Other Country Groups,"POLYESTERS, MULTIPLE YARN",54026200
3121,0,1,10,Other Arab League Countries, Other substrates can be solitary or polypropylene,54041900
3122,0,0,5,Australia and Oceania, Other substrates can be solitary or polypropylene,54041900
3123,0,4,43,North America, Other substrates can be solitary or polypropylene,54041900
3124,0,3,36,European Union, Other substrates can be solitary or polypropylene,54041900
3125,0,0,1,Other Country Groups, Other substrates can be solitary or polypropylene,54041900
3126,0,0,3,Gulf Cooperation Council,OTHER MONAFILAMENT AND STRIP,54049000
3127,0,0,1,European Union,OTHER MONAFILAMENT AND STRIP,54049000
3128,0,0,0,Other Country Groups,OTHER MONAFILAMENT AND STRIP,54049000
3129,0,0,1,Islamic not Arabic countries,"WOVEN FABRICS FROM HIGH TENACITY YARN OF NYLON, ETC.",54071000
3130,0,0,0,Other Country Groups,"WOVEN FABRICS FROM HIGH TENACITY YARN OF NYLON, ETC.",54071000
3131,0,2,21,Gulf Cooperation Council,WOVEN FABRICS OBTAINED FROM STRIP OR THE LIKE,54072000
3132,0,4,36,Other Arab League Countries,WOVEN FABRICS OBTAINED FROM STRIP OR THE LIKE,54072000
3133,0,3,24,Islamic not Arabic countries,WOVEN FABRICS OBTAINED FROM STRIP OR THE LIKE,54072000
3134,0,2,13,"Asian not Arabic ,not Islamic",WOVEN FABRICS OBTAINED FROM STRIP OR THE LIKE,54072000
3135,0,2,21,Australia and Oceania,WOVEN FABRICS OBTAINED FROM STRIP OR THE LIKE,54072000
3136,0,11,105,North America,WOVEN FABRICS OBTAINED FROM STRIP OR THE LIKE,54072000
3137,0,7,61,European Union,WOVEN FABRICS OBTAINED FROM STRIP OR THE LIKE,54072000
3138,0,1,9,Europe not European Union,WOVEN FABRICS OBTAINED FROM STRIP OR THE LIKE,54072000
3139,0,0,0,Other Country Groups,WOVEN FABRICS OBTAINED FROM STRIP OR THE LIKE,54072000
3140,0,1,9,Gulf Cooperation Council,OTHER FABRIC CONTAINING A PERCENTAGE OF POLYESTER.,54076900
3141,0,0,0,Other Country Groups,OTHER FABRIC CONTAINING A PERCENTAGE OF POLYESTER.,54076900
3142,0,1,6,Other Arab League Countries,SYNTHETIC FILAMENT TOW OF POLYESTER,55012000
3143,0,0,0,Other Country Groups,SYNTHETIC FILAMENT TOW OF POLYESTER,55012000
3144,0,3,24,Other Arab League Countries,     tuft of hair structure Of polypropylene,55014000
3145,0,0,1,Other Arab League Countries,POLYESTER FIBERS NOT FOR SPINNING,55032000
3146,0,0,3,Australia and Oceania,POLYESTER FIBERS NOT FOR SPINNING,55032000
3147,0,0,5,North America,POLYESTER FIBERS NOT FOR SPINNING,55032000
3148,0,0,1,Other Country Groups,POLYESTER FIBERS NOT FOR SPINNING,55032000
3149,0,1,5,Other Arab League Countries,"POLYPROPYLENE FIBERS, NOT FOR SPINNING",55034000
3150,0,7,39,Islamic not Arabic countries,"POLYPROPYLENE FIBERS, NOT FOR SPINNING",55034000
3151,0,2,9,"Asian not Arabic ,not Islamic","POLYPROPYLENE FIBERS, NOT FOR SPINNING",55034000
3152,0,3,19,North America,"POLYPROPYLENE FIBERS, NOT FOR SPINNING",55034000
3153,0,11,69,European Union,"POLYPROPYLENE FIBERS, NOT FOR SPINNING",55034000
3154,0,0,0,Other Country Groups,"POLYPROPYLENE FIBERS, NOT FOR SPINNING",55034000
3155,0,0,2,Gulf Cooperation Council,"OTHER SYNTHETIC FIBERS, NOT FOR SPINNING",55039000
3156,0,0,0,Other Country Groups,"OTHER SYNTHETIC FIBERS, NOT FOR SPINNING",55039000
3157,0,0,3,Gulf Cooperation Council,"SEWING THREAD OF SYNTHETIC STAPLES, NON-RETAIL",55081090
3158,0,0,0,Other Country Groups,"SEWING THREAD OF SYNTHETIC STAPLES, NON-RETAIL",55081090
3159,0,1,9,Gulf Cooperation Council,OTHER ARTIFICIAL FIBERS YARN,55109000
3160,0,0,0,Other Country Groups,OTHER ARTIFICIAL FIBERS YARN,55109000
3161,0,1,3,Other Arab League Countries,OTHER POLYESTER STAPLE WOVEN FABRICS,55121900
3162,0,0,0,Other Country Groups,OTHER POLYESTER STAPLE WOVEN FABRICS,55121900
3163,0,0,1,Gulf Cooperation Council,"BLEACHED OTHER WOVEN, COTTON MIXED, UNDER 171 G/M2",55131900
3164,0,2,11,Other Arab League Countries,"BLEACHED OTHER WOVEN, COTTON MIXED, UNDER 171 G/M2",55131900
3165,0,0,0,Other Country Groups,"BLEACHED OTHER WOVEN, COTTON MIXED, UNDER 171 G/M2",55131900
3166,0,0,1,Other Arab League Countries,"BLEACHED OTHER WOVENS, COTTON MIXED, OVER 170 G/M2",55141900
3167,0,0,0,Other Country Groups,"BLEACHED OTHER WOVENS, COTTON MIXED, OVER 170 G/M2",55141900
3168,0,0,5,Gulf Cooperation Council,Ear cleaning sticks,56012110
3169,0,0,0,Other Country Groups,Ear cleaning sticks,56012110
3170,0,1,5,Gulf Cooperation Council,FELT OF OTHER TEXTILE MATERIALS,56022900
3171,0,1,6,Other Arab League Countries,FELT OF OTHER TEXTILE MATERIALS,56022900
3172,0,0,2,Gulf Cooperation Council,OTHER FELT,56029000
3173,0,0,0,Other Country Groups,OTHER FELT,56029000
3174,0,1,5,Gulf Cooperation Council,W/OUT FABRICS OF IND/SYNTH. CAPILLARY WT. > 25 GR./M2,56031100
3175,0,6,50,Other Arab League Countries,W/OUT FABRICS OF IND/SYNTH. CAPILLARY WT. > 25 GR./M2,56031100
3176,0,0,3,Islamic not Arabic countries,W/OUT FABRICS OF IND/SYNTH. CAPILLARY WT. > 25 GR./M2,56031100
3177,0,2,17,"Asian not Arabic ,not Islamic",W/OUT FABRICS OF IND/SYNTH. CAPILLARY WT. > 25 GR./M2,56031100
3178,0,2,18,"African not Arabic,not Islamic",W/OUT FABRICS OF IND/SYNTH. CAPILLARY WT. > 25 GR./M2,56031100
3179,0,3,27,North America,W/OUT FABRICS OF IND/SYNTH. CAPILLARY WT. > 25 GR./M2,56031100
3180,0,11,102,European Union,W/OUT FABRICS OF IND/SYNTH. CAPILLARY WT. > 25 GR./M2,56031100
3181,0,0,0,Other Country Groups,W/OUT FABRICS OF IND/SYNTH. CAPILLARY WT. > 25 GR./M2,56031100
3182,0,0,3,Other Arab League Countries,W/OUT FABRICS OF INDUST./SYNTH. CAP. WT. 25 & . 70GR/M2,56031200
3183,0,0,5,Islamic not Arabic countries,W/OUT FABRICS OF INDUST./SYNTH. CAP. WT. 25 & . 70GR/M2,56031200
3184,0,8,74,"Asian not Arabic ,not Islamic",W/OUT FABRICS OF INDUST./SYNTH. CAP. WT. 25 & . 70GR/M2,56031200
3185,0,0,1,Other Country Groups,W/OUT FABRICS OF INDUST./SYNTH. CAP. WT. 25 & . 70GR/M2,56031200
3186,0,1,7,Gulf Cooperation Council,W/OUT FABRICS OF IND./SYNTH. CAP. WT. > 70 & . 150GR/M2,56031300
3187,0,0,3,Other Arab League Countries,W/OUT FABRICS OF IND./SYNTH. CAP. WT. > 70 & . 150GR/M2,56031300
3188,0,1,10,"Asian not Arabic ,not Islamic",W/OUT FABRICS OF IND./SYNTH. CAP. WT. > 70 & . 150GR/M2,56031300
3189,0,0,1,Other Country Groups,W/OUT FABRICS OF IND./SYNTH. CAP. WT. > 70 & . 150GR/M2,56031300
3190,0,0,2,Other Arab League Countries,W/OUT FABRICS OF IND./SYNTH. CAPILLARY WT. > 150 GR/M2,56031400
3191,0,0,1,Other Country Groups,W/OUT FABRICS OF IND./SYNTH. CAPILLARY WT. > 150 GR/M2,56031400
3192,0,0,1,Islamic not Arabic countries,NO MORE FABRICS THAT ITS WT. > 25 GR/M2 & . 70 GR/M2,56039200
3193,0,0,5,"Asian not Arabic ,not Islamic",NO MORE FABRICS THAT ITS WT. > 25 GR/M2 & . 70 GR/M2,56039200
3194,0,0,1,North America,NO MORE FABRICS THAT ITS WT. > 25 GR/M2 & . 70 GR/M2,56039200
3195,0,0,0,Other Country Groups,NO MORE FABRICS THAT ITS WT. > 25 GR/M2 & . 70 GR/M2,56039200
3196,0,2,14,Gulf Cooperation Council,NO MORE FABRICS THAT ITS WEIGHT IS MORE THAN 70 GR./M2,56039300
3197,0,0,2,Other Arab League Countries,NO MORE FABRICS THAT ITS WEIGHT IS MORE THAN 70 GR./M2,56039300
3198,0,0,1,"Asian not Arabic ,not Islamic",NO MORE FABRICS THAT ITS WEIGHT IS MORE THAN 70 GR./M2,56039300
3199,0,2,16,North America,NO MORE FABRICS THAT ITS WEIGHT IS MORE THAN 70 GR./M2,56039300
3200,0,1,7,European Union,NO MORE FABRICS THAT ITS WEIGHT IS MORE THAN 70 GR./M2,56039300
3201,0,0,0,Other Country Groups,NO MORE FABRICS THAT ITS WEIGHT IS MORE THAN 70 GR./M2,56039300
3202,0,3,20,Gulf Cooperation Council,NO MORE FABRICS THAT ITS WEIGHT IS MORE THAN 150 GR./M2,56039400
3203,0,0,3,Other Arab League Countries,NO MORE FABRICS THAT ITS WEIGHT IS MORE THAN 150 GR./M2,56039400
3204,0,0,1,Islamic not Arabic countries,NO MORE FABRICS THAT ITS WEIGHT IS MORE THAN 150 GR./M2,56039400
3205,0,0,1,"Asian not Arabic ,not Islamic",NO MORE FABRICS THAT ITS WEIGHT IS MORE THAN 150 GR./M2,56039400
3206,0,0,1,"African not Arabic,not Islamic",NO MORE FABRICS THAT ITS WEIGHT IS MORE THAN 150 GR./M2,56039400
3207,0,0,0,Other Country Groups,NO MORE FABRICS THAT ITS WEIGHT IS MORE THAN 150 GR./M2,56039400
3208,0,0,1,Gulf Cooperation Council,"RUBBER THREAD AND CORD, TEXTILE COVERED",56041000
3209,0,0,4,Other Arab League Countries,"RUBBER THREAD AND CORD, TEXTILE COVERED",56041000
3210,0,0,0,Other Country Groups,"RUBBER THREAD AND CORD, TEXTILE COVERED",56041000
3211,0,1,8,Other Arab League Countries,OTHER TEXTILE YARN AND STRIP,56049000
3212,0,0,3,Islamic not Arabic countries,OTHER TEXTILE YARN AND STRIP,56049000
3213,0,0,0,Other Country Groups,OTHER TEXTILE YARN AND STRIP,56049000
3214,0,1,3,Gulf Cooperation Council,"POLYETHYLENE BINDER TWINE, NOT PLAITED",56074110
3215,0,0,2,Other Arab League Countries,"POLYETHYLENE BINDER TWINE, NOT PLAITED",56074110
3216,0,0,0,Other Country Groups,"POLYETHYLENE BINDER TWINE, NOT PLAITED",56074110
3217,0,1,2,Gulf Cooperation Council,"POLYETHYLENE OTHER TWINE, NOT PLAITED",56074910
3218,0,1,8,Other Arab League Countries,ROPES FOR DRAGGING OR LIFTING WEIGHTS,56090030
3219,0,0,0,Other Country Groups,ROPES FOR DRAGGING OR LIFTING WEIGHTS,56090030
3220,0,0,1,Other Arab League Countries,"MACHINE-MADE CARPETS OF WOOL, PILE, NOT MADE UP",57023110
3221,0,0,0,Other Country Groups,"MACHINE-MADE CARPETS OF WOOL, PILE, NOT MADE UP",57023110
3222,0,4,26,Gulf Cooperation Council,"MOQUETTE CARPETS AND RUGS, PILE, NOT MADE UP",57023210
3223,0,6,43,Other Arab League Countries,"MOQUETTE CARPETS AND RUGS, PILE, NOT MADE UP",57023210
3224,0,1,5,Islamic not Arabic countries,"MOQUETTE CARPETS AND RUGS, PILE, NOT MADE UP",57023210
3225,0,0,1,"Asian not Arabic ,not Islamic","MOQUETTE CARPETS AND RUGS, PILE, NOT MADE UP",57023210
3226,0,0,1,"African not Arabic,not Islamic","MOQUETTE CARPETS AND RUGS, PILE, NOT MADE UP",57023210
3227,0,0,1,North America,"MOQUETTE CARPETS AND RUGS, PILE, NOT MADE UP",57023210
3228,0,0,0,Other Country Groups,"MOQUETTE CARPETS AND RUGS, PILE, NOT MADE UP",57023210
3229,0,0,4,Gulf Cooperation Council,"OTHER MANMADE CARPETS, PILE, NOT MADE UP",57023290
3230,0,0,0,Other Country Groups,"OTHER MANMADE CARPETS, PILE, NOT MADE UP",57023290
3231,0,1,3,Islamic not Arabic countries,"MACHINE-MADE CARPETS, WOOL, PILE, MADE UP",57024110
3232,0,0,0,Other Country Groups,"MACHINE-MADE CARPETS, WOOL, PILE, MADE UP",57024110
3233,0,0,1,Gulf Cooperation Council,"MOQUETTE CARPETS AND RUGS, PILE, MADE UP",57024210
3234,0,0,1,Other Arab League Countries,"MOQUETTE CARPETS AND RUGS, PILE, MADE UP",57024210
3235,0,1,1,Islamic not Arabic countries,"MOQUETTE CARPETS AND RUGS, PILE, MADE UP",57024210
3236,0,0,1,"Asian not Arabic ,not Islamic","MOQUETTE CARPETS AND RUGS, PILE, MADE UP",57024210
3237,0,0,0,Other Country Groups,"MOQUETTE CARPETS AND RUGS, PILE, MADE UP",57024210
3238,0,0,2,Other Arab League Countries,"PRAYER RUGS OF MANMADE TEXTILES, PILE, MADE UP",57024230
3239,0,0,1,Islamic not Arabic countries,"PRAYER RUGS OF MANMADE TEXTILES, PILE, MADE UP",57024230
3240,0,0,1,Other Country Groups,"PRAYER RUGS OF MANMADE TEXTILES, PILE, MADE UP",57024230
3241,0,0,1,Other Arab League Countries,"PRAYER RUGS OF COTTON, PILE, MADE UP",57024911
3242,0,0,1,Islamic not Arabic countries,"PRAYER RUGS OF COTTON, PILE, MADE UP",57024911
3243,0,0,0,Other Country Groups,"PRAYER RUGS OF COTTON, PILE, MADE UP",57024911
3244,0,1,4,Other Arab League Countries,"MOQUETTE CARPETS AND RUGS, NOT PILE, MADE UP",57029210
3245,0,0,0,Other Country Groups,"MOQUETTE CARPETS AND RUGS, NOT PILE, MADE UP",57029210
3246,0,0,1,European Union,TUFTED CARPETS OF NYLON OR OTHER POLYAMIDES,57032000
